"id","item_group_id","title","description","link","image_link","availability","price","condition","brand","mpn","identifier_exists","google_product_category","product_type","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","shipping_weight","shipping_length","shipping_width","shipping_height","return_policy_label"
"WP-9018-9018","","Cleoniceras gallery-wrap canvas by The Nature Gallery","This Cleoniceras gallery-wrap canvas by The Nature Gallery presentation is a gallery-wrap canvas
 	It is a photograph printed on canvas, coated, and stretched on an size keyed stretcher bar.
 	The image is offered as a canvas in an 18” x 24”size and a 22” x 30” size
 	Larger sizes available
 	Please note:  All my artwork, all images, can be custom-sized anywhere in between sizes presented on this website - or go larger.  Contact me and we can discuss options and do a virtual fitting into your space, be it work or home.
 	If you would like this image as a framed print, you can find it here!

&nbsp;

&nbsp;","https://brakebee.com/products/4334","https://api.brakebee.com/temp_images/products/1234568042-4334-1762470734071-861584828.jpeg","in stock","350.00 USD","new","The Nature Gallery","","no","","","","","","","","5.00 lbs","28.00 in","22.00 in","6.00 in","no_returns"
"WP-9028-9028","","Cleoniceras Framed by The Nature Gallery","This Cleoniceras Framed by The Nature Gallery presentation is a photograph mounted, laminated and framed
 	The lamination seals the print and no glass is used and there is no light reflection from the surface of the image
 	It is presented in a wood frame with linen liner
 	Frame and liner add 2.5” in each dimension
 	The framed print is offered in an 18” x 24” size and a 22” x 30” size
 	Larger sizes available
 	Please note:  All my artwork, all images, can be custom-sized anywhere in between sizes presented on this website - or go larger.  Contact me and we can discuss options and do a virtual fitting into your space, be it work or home.
 	If you would like this beautiful image as a gallery wrapped canvas, you can get it here!","https://brakebee.com/products/4335","https://api.brakebee.com/temp_images/products/1234568042-4335-1762470734198-257492675.jpeg","in stock","585.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"Fossil Ammonite GWC-9041","","Fossil Ammonite Gallery Wrapped Canvas by The Nature Gallery","This Fossil Ammonite Gallery Wrapped Canvas By The Nature Gallery presentation is a gallery-wrap canvas.
 	It is a photograph printed on canvas, coated, and stretched on a keyed stretcher bar.
 	Image is signed and numbered from the edition of 250.
 	This Gallery wrapped canvas comes in the following dimensions:

 	18"" x 24""
 	22” x 30”


 	Would you like this as a framed print instead?  Find it here!
 	Larger sizes available.
 	Please note:  All my artwork, all images, can be custom-sized anywhere in between sizes presented on this website - or go larger.  Contact me and we can discuss options and do a virtual fitting into your space, be it work or home.","https://brakebee.com/products/4336","https://api.brakebee.com/temp_images/products/1234568042-4336-1762470734309-271742943.jpeg","in stock","585.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"Fossil Ammonite FRAMED-9049","","Fossil Ammonite Framed by The Nature Gallery","This Fossil Ammonite Framed By The Nature Gallery presentation is a photograph mounted, laminated and framed.
 	The lamination seals the print and no glass is used and there is no light reflection from the surface of the image.
 	Print is presented in a wood frame with linen liner.  Frame and liner add 2.5” in each dimension.
 	Image is signed and numbered from the edition of 250.
 	This framed print comes in the following sizes:

 	18"" x 24""
 	22” x 30”


 	This print is also available in a gallery wrapped canvas.  Get it here!
 	Larger sizes available.
 	Please note:  All my artwork, all images, can be custom-sized anywhere in between sizes presented on this website - or go larger.  Contact me and we can discuss options and do a virtual fitting into your space, be it work or home.","https://brakebee.com/products/4337","https://api.brakebee.com/temp_images/products/1234568042-4337-1762470734425-405726363.jpeg","in stock","585.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"Cleoniceras ALT GWC-9057","","Cleoniceras ALT Gallery Wrapped Canvas by The Nature Gallery","This Cleoniceras ALT Gallery Wrapped Canvas By The Nature Gallery presentation is a gallery-wrap canvas
 	It is a photograph printed on canvas, coated, and stretched on a keyed stretcher bar.
 	Gallery wrapped canvas are available in the following dimensions:

 	18"" x 24""
 	22” x 30”


 	Would you like this print framed?  Find it here!
 	Please note:  All my artwork, all images, can be custom-sized anywhere in between sizes presented on this website - or go larger.  Contact me and we can discuss options and do a virtual fitting into your space, be it work or home.
 	Image is signed and numbered from the edition of 250
 	This is a color-altered version of the image I sell called “Cleoniceras”","https://brakebee.com/products/4338","https://api.brakebee.com/temp_images/products/1234568042-4338-1762470734537-549777112.jpeg","in stock","350.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"Cleoniceras ALT FRAMED-9065","","Cleoniceras ALT Framed by The Nature Gallery","This Cleoniceras ALT Framed By The Nature Gallery presentation is a photograph mounted, laminated and framed.
 	The lamination seals the print and no glass is used and there is no light reflection from the surface of the image.
 	Print is presented in a wood frame with linen liner.
 	Frame and liner add 2.5” in each dimension.
 	This framed print is offered in the following sizes:

 	18"" x 24""
 	22” x 30”


 	Larger sizes available.
 	This is a color-altered version of the image I sell called “Cleoniceras"", get it here!
 	If would like this print on a canvas wrapped gallery, find it here!
 	Please note:  I can custom-size this image, or any of my images shown here in my online gallery, anywhere in between and often larger.  Contact me and we can discuss options and do a virtual fitting into your space, be it work or home.
 	 Image is signed and numbered from the edition of 250.","https://brakebee.com/products/4339","https://api.brakebee.com/temp_images/products/1234568042-4339-1762470734675-926715615.jpeg","in stock","585.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"WP-9073-9073","","Spiderweb Jewels gallery-wrap canvas by The Nature Gallery","This Spiderweb Jewels gallery-wrap canvas by The Nature Gallery presentation is a gallery-wrap canvas
 	It is a photograph printed on canvas, coated, and stretched on a size keyed stretcher bar
 	This canvas print comes in the following dimension:

 	18” x 24”
 	22” x 30”
 	32” x 40”


 	Larger sizes are available.
 	If you would like this print framed, find it here!
 	Please note:  I can custom-size this image, or any of my images shown here in my online gallery, anywhere in between and often larger.  Contact me and we can discuss options and do a virtual fitting into your space, be it work or home.","https://brakebee.com/products/4340","https://api.brakebee.com/temp_images/products/1234568042-4340-1762470734787-323907518.jpeg","in stock","770.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"WP-9081-9081","","Spiderweb Jewels Framed by The Nature Gallery","This Spiderweb Jewels Framed by The Nature Gallery presentation is a photograph mounted, laminated and framed
 	The lamination seals the print and no glass is used and there is no light reflection from the surface of the image
 	Print is presented in a wood frame with linen liner
 	Frame and liner add 2.5” in each dimension
 	Framed print is offered in the following dimensions:

 	18” x 24”
 	22” x 30”


 	Get the gallery wrapped canvas of this print here!
 	Please note:  I can custom-size this image, or any of my images shown here in my online gallery. Contact me and we can discuss options and do a virtual fitting into your space.

&nbsp;","https://brakebee.com/products/4341","https://api.brakebee.com/temp_images/products/1234568042-4341-1762470734919-544771099.jpeg","in stock","585.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"Fossil Ammonite POSTER-9107","","Fossil Ammonite Poster by The Nature Gallery","This Fossil Ammonite Poster By The Nature Gallery presentation is a poster
 	This image has a white border on all sides
 	The quote is by the famous American naturalist Sigurd Olson
 	It comes unmounted, carefully rolled in a tube in a waxed sheet, ready for mounting and framing
 	The image is offered here in my online shop as a 16"" x 24"" and a 24” x 36” poster","https://brakebee.com/products/4344","https://api.brakebee.com/temp_images/products/1234568042-4344-1762470735031-129452940.jpeg","in stock","85.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"Faith POSTER-9116","","Faith Poster by The Nature Gallery","This Faith Poster By The Nature Gallery presentation is a poster
 	This poster's image has a 1.5” white border on all sides.  It is also possible to request it with a black border
 	The quote is by the early 1700’s French writer and philosopher Voltare, based on Proverbs
 	It comes unmounted, carefully rolled in a tube in a waxed sheet, ready for mounting and framing
 	The image is offered here in my online shop as a 16"" x 24"" and a 24” x 36” poster","https://brakebee.com/products/4345","https://api.brakebee.com/temp_images/products/1234568042-4345-1762470735146-906918556.jpeg","in stock","85.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"WP-9128-9128","","Blue Valleys Poster by The Nature Gallery","Blue Valleys Poster by The Nature Gallery is a poster depicting the foggy pre-dawn in eastern Tennessee
 	Image with a 1.5"" to 2” white border on all sides
 	Poster also can be requested with a black border
 	The quote is by the early 1700’s French writer and philosopher Voltare, based on Proverbs.
 	Poster comes unmounted, carefully rolled in a tube in a waxed sheet, ready for mounting and framing.

&nbsp;

&nbsp;","https://brakebee.com/products/4346","https://api.brakebee.com/temp_images/products/1234568042-4346-1762470735259-773038631.jpeg","in stock","85.00 USD","new","The Nature Gallery","","no","","","","","","","","0.00 lbs","0.00 in","0.00 in","0.00 in","no_returns"
"NOTECARDS-10941","","Notecard Sets by The Nature Gallery","Notecard Sets By The Nature Gallery are a boxed set of six (6) different notecards.  Each card is an image size of 5""x7"", folded-over, blank inside.  On the back is the title, description and my contact information.  Each comes with an envelope and is sleeved separately in a clear plastic sleeve - so perfect for gift-giving.  All six come together in a sealed plastic box - also perfect for gift-giving.

Notecard Sets are available in the following designs:

 	Winter and Holidays
 	Psychedelic Art
 	Winter Abstracts
 	Glass Abstracts
 	Autumn Glory
 	Autumn Glory 2
 	Common and Ordinary
 	Waterfalls
 	Scotland
 	The Mystery of Fog
 	Abstracts","https://brakebee.com/products/4347","https://api.brakebee.com/temp_images/products/1234568042-4347-1762470748034-984118273.jpeg","in stock","30.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"BLUERAMENGW-11280","","Ramen Blue Gallery Wrapped Canvas by The Nature Gallery","Ramen Blue Gallery Wrapped Canvas By The Nature Gallery: This means the canvas wraps around the 1.5"" deep stretcher frame, stapled on the back
 	When you hang it as is, all you see from whatever side, top or bottom you look, is image
 	The stretcher bar is ""keyed"" meaning if the canvas were ever to loosen in taughtness (unlikely but remotely possible), it can be easily tightened without have to re-stretch the canvas
 	The image is signed and numbered on the back from the limited edition of 250
 	This image is also available as a framed print. Check it out here!","https://brakebee.com/products/4348","https://api.brakebee.com/temp_images/products/1234568042-4348-1762470749280-860323861.jpeg","in stock","380.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"RAMENBLUEF-11287","","Ramen Blue Framed by The Nature Gallery","The Ramen Blue Framed By The Nature Gallery photograph is mounted to 3/16” foamcore and a matte lamination overlaid to reduce all reflections from the surface; no glass is used in hanging
 	The image is set in a wood frame with a linen liner
 	The image has the hanging system attached and provided with two hooks for hanging
 	It is ready to be immediately hung in your space on arrival
 	The image is signed and numbered from the limited edition of 250
 	Image is also available as a gallery-wrap canvas.  Get it here!","https://brakebee.com/products/4349","https://api.brakebee.com/temp_images/products/1234568042-4349-1762470749415-457210219.jpeg","in stock","640.00 USD","new","The Nature Gallery","","no","","","","","","","","","","","","no_returns"
"CSP-0001-9178","","Angelic Stare by Charles Santora Photography","Angelic Stare by Charles Santora Photography is a shot where I'd spent a considerable amount of time across the street from this really cool mural waiting for the right moment; the moment when someone would walk by to complete the composition. If at all possible, I'm always looking to include the human element in my photography.

This dramatic and gorgeous mural on a textured brick wall with stone moulding, filigree and rusted out spot lights creates a blended tapestry of grit and beauty.

Angelic Stare by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4350","https://api.brakebee.com/temp_images/products/1234568043-4350-1762470735372-334461268.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","20.00 in","1.00 in","30.00 in","no_returns"
"CSP-0002-9224","","Solitude by Charles Santora Photography","Solitude by Charles Santora Photography poses the question: Are we all alone or are we just determined to get there on our own? This was shot while overhanging the Golden Gate Bridge in San Francisco.

My goal with this print was to show how, even when alone in a world full of people, we can become isolated, and yet our will and sense of direction will get us to where we want to go.

Solitude by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels).

The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4351","https://api.brakebee.com/temp_images/products/1234568043-4351-1762470735881-79823373.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","30.00 in","1.00 in","20.00 in","no_returns"
"CSP-0019-9244","","Exit by Charles Santora Photography","Exit by Charles Santora Photography depicts a situation all of us have experienced: there is only one way out and when he gets to the end he gathers his belongings needed for the road ahead.

This luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4352","https://api.brakebee.com/temp_images/products/1234568043-4352-1762470736757-316664732.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","30.00 in","1.00 in","20.00 in","no_returns"
"CSP-0018-9246","","Purpose by Charles Santora Photography","He knows exactly where he's going and what to do when he gets there. He's strong of mind, confident and travels through the city streets with a sense of purpose. Purpose by Charles Santora Photography was shot on the streets of Philadelphia. I followed this man with a purpose for several city blocks; waiting for the right moment to capture the story I wanted to convey in this print.

This luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4353","https://api.brakebee.com/temp_images/products/1234568043-4353-1762470736880-943042516.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","30.00 in","1.00 in","20.00 in","no_returns"
"CSP-0017-9248","","The Sign by Charles Santora Photography","The Sign by Charles Santora Photography conveys that our shadows have stories to tell too. This image was captured with patience and a lot of luck.

After a countless number of people on the streets of San Francisco passed by uninterested in the sign this person's curiosity allowed for this unique perspective of a shadow reading a sign. The composition was taken from an elevated crosswalk structure looking down on the long shadows against the concentric circles of the granite street pavers.

The Sign by Charles Santora Photography is luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper.

Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.

See more prints by Charles Santora Photography at OnlineArtFestival.com like Made to Last.","https://brakebee.com/products/4354","https://api.brakebee.com/temp_images/products/1234568043-4354-1762470737608-657940624.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","30.00 in","1.00 in","20.00 in","no_returns"
"CSP-0016-9253","","Board and Bowler by Charles Santora Photography","Board and Bowler by Charles Santora Photography is of this skateboarder wearing a bowler hat skates down this Paris street on his way to his art studio.

This luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.

West 42nd St. is another great print by Charles Santora Photography","https://brakebee.com/products/4355","https://api.brakebee.com/temp_images/products/1234568043-4355-1762470737983-567975129.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","30.00 in","1.00 in","20.00 in","no_returns"
"CSP-0015-9255","","Pride of Dumbo by Charles Santora Photography","Pride of Dumbo by Charles Santora Photography is a view of the Manhattan Bridge.  The shot was taken from the Brooklyn side of the Brooklyn Bridge. Dumbo is a neighborhood in Brooklyn that boasts this incredible view.  The Dumbo neighborhood also provides a perfect frame for the bridge with the cobblestone street and brick buildings on both sides.

This was shot just before sunset. Therefore, there was just enough sunlight left to light up the bridge tower, but dark enough to to have headlights reflect off of the street.

Pride of Dumbo by Charles Santora Photography is on a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper.

Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4356","https://api.brakebee.com/temp_images/products/1234568043-4356-1762470738349-494750218.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","20.00 in","1.00 in","30.00 in","no_returns"
"CSP-0014-9258","","West 42nd St. by Charles Santora Photography","West 42nd St. by Charles Santora Photography shows a snapshot in time.  This chill headphone wearing gentleman sensed I wanted to include him in my Manhattan intersection scene. He gave me a welcoming grin as he peeked at me out of the corner of his eye.

What I wanted to capture with this print is a busy New York City intersection with the typical hustle and bustle (NYC cab, bus, city worker, passersby, etc.), while including the headphone wearing gentlemen; who's letting it all calmly pass him by while he's in his own little world.

West 42nd St. by Charles Santora Photography is a luxury high gloss metal fine art print.  It  is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4357","https://api.brakebee.com/temp_images/products/1234568043-4357-1762470738847-144715608.jpeg","in stock","860.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","36.00 in","1.00 in","24.00 in","no_returns"
"CSP-0013-9260","","Pershing Square by Charles Santora Photography","Pershing Square by Charles Santora Photography is the Central Cafe is a glowing red orb across the street from Manhattan's Grand Central Station. It serves as a beacon for weary, hungry train travelers; a refueling station before they embark on their journey through the streets of Manhattan.

Pershing Square by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4358","https://api.brakebee.com/temp_images/products/1234568043-4358-1762470739708-419627949.jpeg","in stock","860.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","","","","no_returns"
"CSP-0012-9262","","Neighbors by Charles Santora Photography","Neighbors by Charles Santora Photography depicts Two strangers.  Two Strangers sit side by side, separated by their own private worlds, yet sharing a bench, a view and the beautiful San Francisco weather. This image was captured behind the iconic Ferry Building where these bench neighbors were taking in the view of the San Francisco Bay and the island of Alcatraz.

Neighbors by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4359","https://api.brakebee.com/temp_images/products/1234568043-4359-1762470739963-396901118.jpeg","in stock","860.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","36.00 in","1.00 in","24.00 in","no_returns"
"CSP-0011-9292","","Across the Seine by Charles Santora Photography","Across the Seine by Charles Santora Photography is an image that was captured along the Seine River in the beautiful city of Paris just before sunset. I used a tripod and long exposure to create silky waters of the Seine, while also collecting the warm glow of the setting sun against the bridge and ornate buildings. The dramatic sky completes this dramatic cityscape scene.

This is one of my most popular prints.

Across the Seine by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.

&nbsp;

If you like Across the Seine by Charles Santora Photography, you might also like another of his prints, Purple Haze","https://brakebee.com/products/4360","https://api.brakebee.com/temp_images/products/1234568043-4360-1762470740690-458704030.jpeg","in stock","1155.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","48.00 in","1.00 in","24.00 in","no_returns"
"CSP-0010-9294","","Pont de Bir-Hakeim by Charles Santora Photography","Pont de Bir-Hakeim by Charles Santora Photography is a shot of the iconic bridge.  From under steel girders and among the stately columns that hold up the Pont de Bir-Hakeim, a bridge that crosses the Seine River in Paris, is a unique view of the Eiffel Tower as it stands at attention with all its sophistication, elegance and grace on display.

These adjectives can also be used for the Pont de Bir-Hakeim, for it's a beautiful and thoughtful engineered structure in its own right.

Pont de Bir-Hakeim by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4361","https://api.brakebee.com/temp_images/products/1234568043-4361-1762470740814-822141102.jpeg","in stock","860.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","36.00 in","1.00 in","24.00 in","no_returns"
"CSP-0009-9298","","Churro Hut by Charles Santora Photography","Churro Hut by Charles Santora Photography poses one question: Could there be a more happy food than a churro? This churro stand is a beacon of happiness and a necessary pit stop on those long walks along the Embarcadero in San Francisco.

Churro Hut by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4362","https://api.brakebee.com/temp_images/products/1234568043-4362-1762470741449-349673008.jpeg","in stock","535.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","30.00 in","1.00 in","20.00 in","no_returns"
"CSP-0008-9301","","Built to Last by Charles Santora Photography","Built to Last by Charles Santora Photography is a scene from the past, but taken in recent times.  Together this vintage car and building in the warehouse district of Oakland tell a story of strength, an undying usefulness and a permanence in a world of constant change.

Built to Last by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.

West 42nd St. is another great print captured by the camera of Charles Santora.","https://brakebee.com/products/4363","https://api.brakebee.com/temp_images/products/1234568043-4363-1762470741811-380131737.jpeg","in stock","860.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","36.00 in","1.00 in","24.00 in","no_returns"
"CSP-0007-9303","","The Leprechaun by Charles Santora Photography","The Leprechaun by Charles Santora Photography was taken at break time for our heavy headed Leprechaun friend. This street portrait was taken in the Temple Bar district of Dublin. When the Leprechaun sat down to take a break from greeting tourists I had to get the shot, especially when he took his head off and sat right in front of Quays Bar.

His green jacket against the vibrant green façade is the perfect combo. This shot took an extreme amount of patience and a little over an hour of waiting to capture the right moment and the story I wanted to convey. The wait was worth it!

The Leprechaun by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.

&nbsp;

You might also like Board and Bowler by Charles Santora Photography.","https://brakebee.com/products/4364","https://api.brakebee.com/temp_images/products/1234568043-4364-1762470742676-236513679.jpeg","in stock","570.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","24.00 in","1.00 in","24.00 in","no_returns"
"CSP-0006-9306","","A Winter Dream by Charles Santora Photography","A Winter Dream by Charles Santora Photography was captured from the turtle pond in downtown Austin, TX. Austin doesn't see snow, except for an occasional dusting, so I wanted to create a print that has a snowy dreamlike scene.

This print is part of my Austin Dreamscapes series in which I use my infrared camera to capture an infrared photograph. This series showcases Austin in a unique and otherworldly way to give us a fun escape from (today's) reality.

Because standard post-processing software does not have the capability to convert an infrared photograph, I created a special camera color profile to allow me to apply a unique infrared color palette to complete my creative vision for this scene.

A Winter Dream by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.

River of Dreams is another amazing print by Charles Santora Photography.","https://brakebee.com/products/4365","https://api.brakebee.com/temp_images/products/1234568043-4365-1762470742925-343587486.jpeg","in stock","860.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","36.00 in","1.00 in","24.00 in","no_returns"
"CSP-0005-9310","","Magic Mountains by Charles Santora Photography","Magic Mountains by Charles Santora Photography was taken at the outskirts of Cairo these majestic pyramids grace the Giza Plateau with their perfect geometric beauty and underlying mysteries. Still to this day Egyptologists “surmise” how these pyramids were constructed, but they're not entirely sure.

What we do know though is that the design of the Great Pyramid of Giza embodies the foundations of mathematics and geometry; Phi, Pi and Pythagorean Theorem. And amazingly, the Great Pyramid is located at the exact center of the land mass on Earth. Magical indeed.

I captured this composition while riding a horse over the desert sands, and because it was extremely challenging to keep the horse perfectly still, I used a very fast shutter speed to capture a super sharp image in order to bring out the texture and details of the pyramid structures.

Magic Mountains by Charles Santora Photography is a luxury high gloss metal fine art print is produced using a technology called sublimation. Sublimation is where inks are infused directly into specially coated metal sheets (aluminum panels). The result of this specialized process are printed images with stunning color, vibrancy, unrivaled resolution and a stunning glass-like luminescence finish.

The image quality of aluminum prints created using this process has been tested to have a longevity of 4 times that of paper. Metal prints are also surprisingly light and have a durability that is unmatched in the fine art print world; they are scratch, fade and water resistant.","https://brakebee.com/products/4366","https://api.brakebee.com/temp_images/products/1234568043-4366-1762470743657-429485086.jpeg","in stock","860.00 USD","new","Charles Santora Photography","","no","","","","","","","","5.00 lbs","36.00 in","1.00 in","24.00 in","no_returns"
